TradeID,Price,Quantity,Timestamp,Is_Sell_Order
1012944488,0.0044529,301023,1765422022810,True
1012944489,0.0044528,193682,1765422022810,True
1012944490,0.0044527,286188,1765422022810,True
1012944491,0.0044526,342323,1765422022810,True
1012944492,0.0044527,2090,1765422022849,False
1012944493,0.0044526,3590,1765422024387,True
1012944494,0.0044526,344170,1765422024590,True
1012944495,0.0044525,2292,1765422024590,True
1012944496,0.0044524,28189,1765422024590,True
1012944497,0.0044523,70874,1765422024590,True
1012944498,0.0044522,191520,1765422024590,True
1012944499,0.0044523,129577,1765422025842,False
1012944500,0.0044524,1123,1765422025847,False
1012944501,0.0044526,1123,1765422026333,False
1012944502,0.0044527,158827,1765422026333,False
1012944503,0.0044528,2359,1765422026334,False
1012944504,0.0044529,49104,1765422026334,False
1012944505,0.0044530,10246,1765422026360,False
1012944506,0.0044532,2359,1765422026460,False
1012944507,0.0044534,4604,1765422026473,False
1012944508,0.0044535,1124,1765422026487,False
1012944509,0.0044536,4607,1765422026508,False
1012944510,0.0044537,1124,1765422026526,False
1012944511,0.0044538,3368,1765422026542,False
1012944512,0.0044539,1124,1765422026552,False
1012944513,0.0044540,1123,1765422026645,False
1012944514,0.0044541,3373,1765422026655,False
1012944515,0.0044542,3368,1765422026662,False
1012944516,0.0044543,1124,1765422026740,False
1012944517,0.0044544,4603,1765422026743,False
1012944518,0.0044545,3705,1765422026750,False
1012944519,0.0044546,3372,1765422026750,False
1012944520,0.0044545,7382,1765422028373,True
1012944521,0.0044544,1123,1765422028375,True
1012944522,0.0044542,7557,1765422028582,True
1012944523,0.0044541,3392,1765422028582,True
1012944524,0.0044539,25935,1765422028582,True
1012944525,0.0044538,37017,1765422028582,True
1012944526,0.0044538,7748,1765422028906,True
1012944527,0.0044540,1123,1765422029391,False
1012944528,0.0044542,1123,1765422029391,False
1012944529,0.0044538,4604,1765422029983,True
1012944530,0.0044537,5997,1765422029983,True
1012944531,0.0044536,29330,1765422029983,True
1012944532,0.0044534,82989,1765422029983,True
1012944533,0.0044533,64917,1765422029983,True
1012944534,0.0044532,466683,1765422029983,True
1012944535,0.0044531,878303,1765422029983,True
1012944536,0.0044531,14385,1765422030904,False
1012944537,0.0044530,34249,1765422032138,True
1012944538,0.0044528,29425,1765422032138,True
1012944539,0.0044526,65718,1765422032138,True
1012944540,0.0044525,23767,1765422032300,True
1012944541,0.0044524,1236,1765422032300,True
1012944542,0.0044523,28189,1765422032300,True
1012944543,0.0044522,30351,1765422032300,True
1012944544,0.0044521,12922,1765422032306,True
1012944545,0.0044520,65966,1765422032306,True
1012944546,0.0044519,6857,1765422032357,True
1012944547,0.0044519,36856,1765422033365,False
1012944548,0.0044518,24423,1765422033444,True
1012944549,0.0044517,5264,1765422033444,True
1012944550,0.0044516,3485,1765422033665,True
1012944551,0.0044515,290,1765422033665,True
1012944552,0.0044516,362957,1765422034323,False
